homenames,home_previous,previous,racsid,service,suburbs,states,post_code,hrefdata
Opal Norah Head 2671,DPG Services Pty Ltd,Norah Head Nursing Home,2671,Residential,Toukley,New South Wales,2263,/services/opal-norah-head-2671
Opal North Lakes 5883,DPG Services Pty Ltd,OceanView Nursing Home,5883,Residential,North Lakes,Queensland,4509,/services/opal-north-lakes-5883
Opal Oceanview 2514,DPG Services Pty Ltd,Palm Grove Aged Care FacilityPalm Grove Nursing Home,2514,Residential,Mona Vale,New South Wales,2103,/services/opal-oceanview-2514
Opal Palm Grove 2799,DPG Services Pty Ltd,Domain Paynesville,2799,Residential,Narraweena,New South Wales,2099,/services/opal-palm-grove-2799
Opal Paynesville 4526,DPG Services Pty Ltd,Raffin Place,4526,Residential,Paynesville,Victoria,3880,/services/opal-paynesville-4526
Opal Raffin Place 5537,DPG Services Pty Ltd,Raymond Terrace Gardens Nursing Centre,5537,Residential,Calamvale,Queensland,4116,/services/opal-raffin-place-5537
Opal Raymond Terrace Gardens 2800,DPG Services Pty Ltd,Raynbird Place,2800,Residential,Raymond Terrace,New South Wales,2324,/services/opal-raymond-terrace-gardens-2800
Opal Raynbird Place 5517,DPG Services Pty Ltd,Roxburgh Nursing Centre,5517,Residential,Carseldine,Queensland,4034,/services/opal-raynbird-place-5517
Opal Roxburgh 3535,DPG Services Pty Ltd,Domain Sale,3535,Residential,Meadow Heights,Victoria,3048,/services/opal-roxburgh-3535
Opal Rutherford 1023,DPG Services Pty Ltd,Salford Park Lodge Hostel,1023,Residential,Rutherford,New South Wales,2320,/services/opal-rutherford-1023
Opal Sale 4460,DPG Services Pty Ltd,Domain Seahaven,4460,Residential,Sale,Victoria,3850,/services/opal-sale-4460
Opal Salford Park 3158,DPG Services Pty Ltd,Seaside Residential Aged Care Facility,3158,Residential,Wantirna,Victoria,3152,/services/opal-salford-park-3158
Opal Seahaven 3580,DPG Services Pty Ltd,Shoalhaven Nursing Home,3580,Residential,Inverloch,Victoria,3996,/services/opal-seahaven-3580
Opal Seaside 2803,DPG Services Pty Ltd,SomerCareSomerville,2803,Residential,Warriewood,New South Wales,2102,/services/opal-seaside-2803
Opal Shoalhaven 2662,DPG Services Pty Ltd,Domain South Valley,2662,Residential,Bomaderry,New South Wales,2541,/services/opal-shoalhaven-2662
Opal Somerville 3649,DPG Services Pty Ltd,Stanmore Nursing Home,3649,Residential,Somerville,Victoria,3912,/services/opal-somerville-3649
Opal Tweed Heads 2802,DPG Services Pty Ltd,Tweed Heads Residential Aged Care Facility,2802,Residential,Tweed Heads,New South Wales,2485,/services/opal-tweed-heads-2802
Opal Varsity Rise 5598,DPG Services Pty Ltd,Varsity Rise,5598,Residential,Varsity Lakes,Queensland,4227,/services/opal-varsity-rise-5598
Opal Wallgrove 2323,DPG Services Pty Ltd,Wallgrove Residential Aged Care Facility,2323,Residential,Lakemba,New South Wales,2195,/services/opal-wallgrove-2323
Opal Warrnambool 3534,DPG Services Pty Ltd,Warrnambool Nursing Centre,3534,Residential,Warrnambool,Victoria,3280,/services/opal-warrnambool-3534
Opal Windward Manor 0957,DPG Services Pty Ltd,Windward Manor,0957,Residential,Chiswick,New South Wales,2046,/services/opal-windward-manor-0957
Opal Winston Hills 0544,DPG Services Pty Ltd,Orana (Kingaroy) Hostel,0544,Residential,Winston Hills,New South Wales,2153,/services/opal-winston-hills-0544
Orana 5126,Lutheran Church of Australia - Queensland District,Orana Nursing Home,5126,Residential,Kingaroy,Queensland,4610,/services/orana-5126
Orana 5985,Lutheran Church of Australia - Queensland District,Orana Gardens Lodge,5985,Residential,Kingaroy,Queensland,4610,/services/orana-5985
Orana Gardens 0479,Orana Gardens Ltd,Osboine,0479,Residential,Dubbo,New South Wales,2830,/services/orana-gardens-0479
Orroroo Community Home 6070,Yorke and Northern Local Health Network Incorporated,Outlook Gardens Hostel,6070,Residential,Orroroo,South Australia,5431,/services/orroroo-community-home-6070
Osboine Contemporary Aged Care 7274,Alinea Inc.,Ozcare Labrador - Keith Turnbull Place,7274,Residential,Bayswater,Western Australia,6053,/services/osboine-contemporary-aged-care-7274
Ozcare Noosa Heads 5477,Ozcare,Ozcare Ozanam Villa Clontarf,5477,Residential,Noosa Heads,Queensland,4567,/services/ozcare-noosa-heads-5477
Ozcare Ozanam Villa - Clontarf 5104,Ozcare,Ozcare Palm Lodge Aged Care Facility,5104,Residential,Clontarf,Queensland,4019,/services/ozcare-ozanam-villa-clontarf-5104
Ozcare Ozanam Villa Burleigh 5398,Ozcare,Villa VincentVilla Vincent Nursing Home,5398,Residential,Burleigh Heads,Queensland,4220,/services/ozcare-ozanam-villa-burleigh-5398
Ozcare Palm Lodge 5918,Ozcare,PM Village,5918,Residential,New Farm,Queensland,4005,/services/ozcare-palm-lodge-5918
Ozcare Parkwood Gardens 5635,Ozcare,P.S. Hobson Nursing Home,5635,Residential,Labrador,Queensland,4215,/services/ozcare-parkwood-gardens-5635
Ozcare Port Douglas 5250,Ozcare,Pacific Lodge,5250,Residential,Port Douglas,Queensland,4871,/services/ozcare-port-douglas-5250
Ozcare Toowoomba 5310,Ozcare,Paling Court Hostel Carrington Retirement Village,5310,Residential,Glenvale,Queensland,4812,/services/ozcare-toowoomba-5310
Ozcare Villa Vincent 5875,Ozcare,Palm Lake Bethania Aged Care Facility,5875,Residential,Mundingburra,Queensland,4036,/services/ozcare-villa-vincent-5875
P M Village 5347,Panaghia Myrtidiotissa Limited,Palm Lake Aged Care Deception Bay,5347,Residential,Bald Hills,Queensland,3355,/services/p-m-village-5347
P S Hobson Nursing Home 4459,Ballarat Health Services,The Palms Aged Care Residence,4459,Residential,Wendouree,Victoria,2099,/services/p-s-hobson-nursing-home-4459
Pacific Lodge Aged Care Plus Centre 0416,The Salvation Army (NSW) Property Trust,Palmwoods HostelSundale Village - Palmwoods Hostel,0416,Residential,Dee Why,New South Wales,2570,/services/pacific-lodge-aged-care-plus-centre-0416
Pam Corker House 7125,Quambie Park Waroona (Inc),Para Hills Private Nursing Home,7125,Residential,Waroona,Western Australia,6215,/services/pam-corker-house-7125
Para Hills Residential Care 6962,L P Rositano M Rositano R M Rositano and S P Rositano,Park Lane Croydon Aged Care,6962,Residential,Para Hills,South Australia,5096,/services/para-hills-residential-care-6962
Paradise Lakes Care Centre 5317,Linbrell Pty Ltd,Parkdale House,5317,Residential,Runaway Bay,Queensland,4216,/services/paradise-lakes-care-centre-5317
Park Lane Croydon 3834,Norsan Pty Ltd,Parkview Aged Hostel,3834,Residential,Croydon,Victoria,3136,/services/park-lane-croydon-3834
Parkdale Aged Care 4290,Aged Care Group Pty Ltd,Parry House,4290,Residential,Parkdale,Victoria,3195,/services/parkdale-aged-care-4290
Parkland House Hostel 3201,East Grampians Health Service,Bayside at Byron,3201,Residential,Willaura,Victoria,3379,/services/parkland-house-hostel-3201
Parklands Residential Aged Care Facility 5445,Queensland Health,Masonic Care Tasmania - Peace HavenMasonic Peace Memorial Haven,5445,Residential,Kirwan,Queensland,4817,/services/parklands-residential-aged-care-facility-5445
Pearl Supported Care 7017,"Southern Cross Care (SA, NT & VIC) Inc.",Pemulwuy Residential Aged Care Services,7017,Residential,Fannie Bay,Northern Territory,0820,/services/pearl-supported-care-7017
Pembroke Lodge 0646,The Sisters of Our Lady of China Health Care Pty Ltd,Peninsula Grange,0646,Residential,Minto,New South Wales,2566,/services/pembroke-lodge-0646
Pemulwuy Aged Care 1057,Allity Pty Ltd,Pennington Aged Care Village,1057,Residential,Pemulwuy,New South Wales,2145,/services/pemulwuy-aged-care-1057
Pendle Hill Residential Aged Care Facility 2596,Allity Pty Ltd,Hibiscus House Nursing Home,2596,Residential,Pendle Hill,New South Wales,2145,/services/pendle-hill-residential-aged-care-facility-2596
Peninsula Aged Care Service 5461,Beaumont Care (Holdings) Pty Ltd,Myall Lodge,5461,Residential,Kippa-ring,Queensland,4021,/services/peninsula-aged-care-service-5461
Peninsula Grange Aged Care 3978,Australian Unity Care Services Pty Ltd,Phillip Kennedy Centre,3978,Residential,Mornington,Victoria,3931,/services/peninsula-grange-aged-care-3978
Peninsula Palms Retirement Village 5358,Peninsula Palms Aged and Community Services Limited,Pinaroo Cottages Hostel,5358,Residential,Rothwell,Queensland,4022,/services/peninsula-palms-retirement-village-5358
Pine Lodge Home for the Aged 5054,The Russian Benevolent Association for Homes for the Aged,Hammill House,5054,Residential,Rocklea,Queensland,4106,/services/pine-lodge-home-aged-5054
Pines Living 2950,Pines Living Pty Ltd,Tabulam Cottages Hostel,2950,Residential,Farrer,Australian Capital Territory,2607,/services/pines-living-2950
Plateau View Nursing Home 2526,Plateau View Aged Care Pty Ltd,"Presbyterian Aged Care, Ashfield",2526,Residential,Collaroy Plateau,New South Wales,2097,/services/plateau-view-nursing-home-2526
Plumpton Villa Aged Care Facility  3615,Glenn-Craig Villages Pty Ltd,Presbyterian Aged Care Minnamurra,3615,Residential,Glenroy,Victoria,3046,/services/plumpton-villa-aged-care-facility-3615
Point Cook Manor 3976,Homestyle Point Cook Pty Ltd,Presbyterian Aged Care Paddington,3976,Residential,Point Cook,Victoria,3030,/services/point-cook-manor-3976
Polish Retirement Home 3189,Australian-Polish Benevolent Association of Victoria Inc,Prescare Alexandra Gardens,3189,Residential,Bayswater,Victoria,3153,/services/polish-retirement-home-3189
Prescare - Lake Sherrin 5067,The Presbyterian Church of Queensland t/a PresCare,PresCare Protea,5067,Residential,Thornlands,Queensland,4164,/services/prescare-lake-sherrin-5067
Prescare - Vela 5599,The Presbyterian Church of Queensland t/a PresCare,Banksia Lodge Hostel,5599,Residential,Carina,Queensland,4152,/services/prescare-vela-5599
PresCare Protea Townsville 5309,The Presbyterian Church of Queensland t/a PresCare,Pyramid Hill Frail Aged Hostel,5309,Residential,Douglas,Queensland,4814,/services/prescare-protea-townsville-5309
Princes Court Homes Hostel 3279,Princes Court Homes Inc,Pyramid Retirement Care CentrePyramid Retirement Centre Hostel,3279,Residential,Mildura,Victoria,3500,/services/princes-court-homes-hostel-3279
Princeton View 3792,Allity Pty Ltd,R. M. Begg Kyneton Aged CareRay M Begg Hostel,3792,Residential,Brighton East,Victoria,3187,/services/princeton-view-3792
Rainbow Bush Nursing Hospital Hostel 3326,West Wimmera Health Service,Redland Residential Care Facility,3326,Residential,Rainbow,Victoria,3424,/services/rainbow-bush-nursing-hospital-hostel-3326
Randwick Montefiore Home 0722,Sir Moses Montefiore Jewish Home,Redleaf Manor,0722,Residential,Randwick,New South Wales,2031,/services/randwick-montefiore-home-0722
Ranelagh Gardens 3681,Mali Nominees Pty Ltd,UCWPA - Regency Green Multi-cultural Aged Care Service,3681,Residential,Mount Eliza,Victoria,3930,/services/ranelagh-gardens-3681
Rangeview Private Nursing Home 3570,Rangeview Private Nursing Home Pty Ltd,Regis McKinley House,3570,Residential,Wangaratta,Victoria,3677,/services/rangeview-private-nursing-home-3570
Rathdowne Place 3967,Australian Unity Care Services Pty Ltd,Burdekin Nursing Home,3967,Residential,Carlton,Victoria,3053,/services/rathdowne-place-3967
Rathgar Lodge 0439,United Protestant Association of NSW Limited,Lower Burdekin Hostel,0439,Residential,Ulmarra,New South Wales,2462,/services/rathgar-lodge-0439
Regis Belmore 2050,Regis Aged Care Pty Ltd,Regis Delphi House,2050,Residential,Belmore,New South Wales,2192,/services/regis-belmore-2050
Regis Birkdale 5343,Regis Group Pty Ltd,Regis Grange Wellington PointRegis Grange,5343,Residential,Birkdale,Queensland,4159,/services/regis-birkdale-5343
Regis Blackburn 4471,Regis Aged Care Pty Ltd,Regis Lake ParkRegis Lake Park Nursing Home,4471,Residential,Blackburn,Victoria,3130,/services/regis-blackburn-4471
Regis Brighton 3662,Regis Aged Care Pty Ltd,Regis Bayside Gardens,3662,Residential,Brighton,Victoria,3186,/services/regis-brighton-3662
Regis Bulimba 5107,Regis Group Pty Ltd,The Clem Jones Home,5107,Residential,Bulimba,Queensland,4171,/services/regis-bulimba-5107
Regis Bunbury 7247,Regis Aged Care Pty Ltd,Regis Forrest Gardens,7247,Residential,Bunbury,Western Australia,6230,/services/regis-bunbury-7247
Regis Burnside 6085,Regis Aged Care Pty Ltd,Regis Burnside Lodge,6085,Residential,Linden Park,South Australia,5065,/services/regis-burnside-6085
Regis Caboolture 5973,Regis Group Pty Ltd,Regis Canning Lodge,5973,Residential,Caboolture,Queensland,4510,/services/regis-caboolture-5973
Regis Chelmer 5807,Regis Aged Care Pty Ltd,Regis Como House,5807,Residential,Chelmer,Queensland,4068,/services/regis-chelmer-5807
Regis Como 7869,Regis Aged Care Pty Ltd,Regis Sherwood Park,7869,Residential,Como,Western Australia,6152,/services/regis-como-7869
Regis Cranbourne 3619,Regis Aged Care Pty Ltd,Regis Waverley Gardens,3619,Residential,Junction Village,Victoria,3977,/services/regis-cranbourne-3619
Regis Dandenong North 3652,Regis Aged Care Pty Ltd,Regis Weeroona Lodge,3652,Residential,Dandenong North,Victoria,3175,/services/regis-dandenong-north-3652
Regis East Malvern 3120,Regis Aged Care Pty Ltd,Embleton Care Facility,3120,Residential,Malvern East,Victoria,3145,/services/regis-east-malvern-3120
Regis Elermore Vale 1075,Regis Aged Care Pty Ltd,Regis Karingal Manor,1075,Residential,Elermore Vale,New South Wales,2287,/services/regis-elermore-vale-1075
Regis Embleton 7767,Regis Aged Care Pty Ltd,Regis Parkland Manor,7767,Residential,Embleton,Western Australia,6062,/services/regis-embleton-7767
Regis Fawkner 4518,Regis Aged Care Pty Ltd,Regis Shelton Manor,4518,Residential,Fawkner,Victoria,3060,/services/regis-fawkner-4518
Regis Ferny Grove 5634,Regis Group Pty Ltd,Regis Valley Views,5634,Residential,Ferny Grove,Queensland,4055,/services/regis-ferny-grove-5634
Regis Frankston 3708,Regis Aged Care Pty Ltd,Regis Boronia Heights,3708,Residential,Frankston,Victoria,3199,/services/regis-frankston-3708
Regis Greenmount  7802,Regis Aged Care Pty Ltd,Regis Cypress Gardens,7802,Residential,Greenmount,Western Australia,6056,/services/regis-greenmount-7802
Regis Home Hill 5281,Regis Aged Care Pty Ltd,Home Hill Hostel,5281,Residential,Home Hill,Queensland,4806,/services/regis-home-hill-5281
Regis Hornsby 2742,Regis Aged Care Pty Ltd,Regis Ku-ring-gai Gardens,2742,Residential,Hornsby,New South Wales,2077,/services/regis-hornsby-2742
Regis Hurstville 2319,Regis Aged Care Pty Ltd,Regis Gannon Gardens,2319,Residential,Hurstville,New South Wales,2220,/services/regis-hurstville-2319
Regis Inala Lodge 3424,Regis Aged Care Pty Ltd,Regis Kingswood (Temporary close)Regis Sunset (Temporary close)Regis Sunset,3424,Residential,Blackburn South,Victoria,3130,/services/regis-inala-lodge-3424
Regis Kingswood 6824,Regis Aged Care Pty Ltd,Masonic Care Queensland Karinga Aged CareMasonic Care Queensland Townsville Hostel,6824,Residential,Kingswood,South Australia,5062,/services/regis-kingswood-6824
Regis Kirwan 5108,Regis Group Pty Ltd,Regis Heathcliff Manor,5108,Residential,Kirwan,Queensland,4817,/services/regis-kirwan-5108
Regis Kuluin 5745,Regis Group Pty Ltd,St Martins Aged Care Facility,5745,Residential,Kuluin,Queensland,4558,/services/regis-kuluin-5745
Regis Lutwyche 5885,Regis Aged Care Pty Ltd,Regis Allora Lodge,5885,Residential,Lutwyche,Queensland,4030,/services/regis-lutwyche-5885
Regis Macleod 4077,Regis Aged Care Pty Ltd,Regis ParkRegis Elloura Lodge,4077,Residential,Macleod,Victoria,3085,/services/regis-macleod-4077
Regis Marleston 6864,Regis Group Pty Ltd,Regis Hillcrest Lodge,6864,Residential,Marleston,South Australia,5033,/services/regis-marleston-6864
Regis Maroochydore 5320,Regis Aged Care Pty Ltd,Mildura Nursing Centre,5320,Residential,Maroochydore,Queensland,4558,/services/regis-maroochydore-5320
Regis Milpara Lodge 3147,Regis Aged Care Pty Ltd,Playford Village,3147,Residential,Blackburn South,Victoria,3130,/services/regis-milpara-lodge-3147
Regis Nedlands 7149,Regis Aged Care Pty Ltd,Regis Hastings Manor,7149,Residential,Nedlands,Western Australia,6009,/services/regis-nedlands-7149
Regis North Fremantle 7101,Regis Aged Care Pty Ltd,Regis The Gardens,7101,Residential,North Fremantle,Western Australia,6159,/services/regis-north-fremantle-7101
Regis Redlynch 5120,Regis Group Pty Ltd,Blue Care Redlynch Glenmead Village Aged Care FacilityBlue Care Redlynch Glenmead Village Aged Care ServicesBlue Care Redlynch Glenmead Village Aged Care ServiceBlue Care - Glenmead VillageGlenmead Village,5120,Residential,Redlynch,Queensland,4870,/services/regis-redlynch-5120
Regis Ringwood 4289,Regis Aged Care Pty Ltd,Regis Amaroo,4289,Residential,Ringwood,Victoria,3134,/services/regis-ringwood-4289
Regis Rose Bay 2832,Regis Aged Care Pty Ltd,Regis Wentworth Manor,2832,Residential,Rose Bay,New South Wales,2029,/services/regis-rose-bay-2832
Regis Rosebud 3239,Regis Aged Care Pty Ltd,Regis The Grange,3239,Residential,Rosebud West,Victoria,3940,/services/regis-rosebud-3239
Regis Salisbury 5360,Regis Group Pty Ltd,Regis Anchorage House,5360,Residential,Salisbury,Queensland,4107,/services/regis-salisbury-5360
Regis Sandgate - Griffith 5775,Regis Group Pty Ltd,Regis Sandgate ' GriffithMasonic Care Queensland Griffith Cottages Aged CareMasonic Care Queensland Griffith Cottages,5775,Residential,Sandgate,Queensland,4017,/services/regis-sandgate-griffith-5775
